Oferta;Salario;Beneficios;Empresa;Descripcion;Ubicacion;Fecha_Publicacion;Fecha_Expiracion
"INGENIERO CLOUD SENIOR/INDEFINIDO";"None";"-No es necesario ir a la oficina, puedes trabajar completamente desde tu casa.
";"Perceptual Consultora Ltda";"Importante empresa dedicada al apoyo de servicios alimenticios se encuentra en la búsqueda de un profesional Senior para el cargo de Ingeniero Cloud, quien estará a cargo de mejorar el rendimiento de las aplicaciones, contribuir a la reducción de costos y modernizar la estructura existente con apoyo del DBA, líder técnico y arquitecto.

Funciones:
• Realizar una evaluación exhaustiva de la infraestructura actual en Azure, identificando áreas de mejora en términos de costos y rendimiento.
• Desarrollar y ejecutar un roadmap de un año para la modernización de la infraestructura, incluyendo la containerización de aplicaciones, implementación de Docker y orquestación con Kubernetes.
• Identificar y proponer candidatos para la adopción de soluciones serverless, optimizando la eficiencia y escalabilidad de las aplicaciones.
• Gestionar y monitorear la operación diaria de la infraestructura, asegurando su disponibilidad, rendimiento y seguridad.
• Analizar y resolver incidentes relacionados con NGINX, IIS Pools y Apache Tomcat, incluyendo la revisión de logs y diagnóstico de problemas.
• Administrar el firewall Fortinet, implementando nuevos endpoints y gestionando conexiones VPN con otros firewalls para garantizar la seguridad y conectividad de la red.
• Apoyar en la implementación de prácticas DevOps, incluyendo la automatización de despliegues y la mejora de procesos de desarrollo y operaciones.

Requisitos:
• Experiencia comprobada en la gestión de infraestructuras en Microsoft Azure.
• Conocimientos avanzados en containerización con Docker y orquestación con Kubernetes.
• Experiencia en la implementación y gestión de soluciones serverless.
• Sólidos conocimientos en administración de servidores web y de aplicaciones, incluyendo NGINX, IIS y Apache Tomcat.
• Experiencia en la administración de firewalls Fortinet, incluyendo la implementación de nuevos endpoints y la gestión de conexiones VPN con otros firewalls.
• Conocimientos avanzados en sistemas operativos Windows y Linux.
• Experiencia en prácticas DevOps, incluyendo integración y entrega continua (CI/CD).
• Conocimientos en FinOps para la optimización de costos en la nube.

Educación y Experiencia:
• Título universitario en Ingeniería Informática, Ciencias de la Computación o campo relacionado.
• Mínimo 5 años de experiencia en roles similares.
• Certificaciones relevantes en Azure, Kubernetes, Docker y/o Fortinet son altamente deseables.

Competencias Deseables:
• Experiencia en la elaboración de roadmaps tecnológicos y planes de migración.
• Conocimiento de metodologías ágiles de desarrollo de software.
• Capacidad para liderar iniciativas de mejora continua y gestión del cambio.

Condiciones:
Teletrabajo.
Se entrega PC.";"Santiago";"2025-03-21 12:06:29";"2025-06-04 (en 72 días)"
"TECNICO ESPECIALISTA EN FIBRA OPTICA";"None";"";"TERAFLEX";"Empresa Líder en proyecto de video vigilancia requiere incorporar personal para su equipo de trabajo, se requiere experiencia comprobables como técnico en planta externa con conocimientos en;

*Tendido de fibra óptica (Drop, ADSS)
*Armado de Mufas
*Armado de cabeceras
* Uso de equipos OTDR, Fusionadora.
*Detección y reparación de enlaces.

Requisitos (excluyentes)
* Licencia de conducir.
* Certificado de antecedentes.
* Disponibilidad de viajar fuera de la región.";"Temuco";"2025-03-21 12:48:18";"2025-06-04 (en 72 días)"
"DESARROLLADOR FRONT END SENIOR MODALIDAD HIBRIDA";"None";"";"valor único";"Importante empresa solicita Desarrollador Fullstack Senior en modalidad Hibrida en la comuna de Las Condes, para un proyecto de 6 meses (inicialmente).

Requisitos:
FrontEnd
- Desarrollador con al menos 5 experiencia reciente en Angular (16 o superior)
- Manejo avanzado de componentes, directivas, servicios, routing y comunicaciones http
- Manejo de observables y reactive forms. Lazy loading
- Conocimientos sobre cómo exportar componentes desde librerías propias desde Angular
- Conocimientos de HTML, CSS y GIT

Generales:
- Conocimientos en Patrones de Diseño de Software y Arquitecturas basada en microservicios.
- Experiencia desarrollando pruebas unitarias
- Nivel de inglés técnico.
- Experiencia trabajando en equipos utilizando metodologías ágiles.
- Buen trabajo en equipo, comunicación y colaboración

Conocimientos Deseables pero no imprescindibles:

- Experiencia con Nube GCP (de preferencia), aunque se valoran conocimientos aplicados en otras nubes.
- Desarrollo en lenguaje Go.
- Automatización de pruebas funcionales con Playwright o Selenium
- Conocimientos en GraphQL.";"Santiago";"2025-03-21 17:13:03";"2025-06-04 (en 72 días)"
"DESARROLLADOR FRONTEND SENIOR";"None";"-No es necesario ir a la oficina, puedes trabajar completamente desde tu casa.
";"Perceptual Consultora Ltda";"Importante empresa dedicada al apoyo de servicios alimenticios se encuentra en la búsqueda de un profesional Senior para el cargo de Desarrollador Frontend con experiencia en React Native y React.Js, que nos ayude a seguir creciendo y evolucionando nuestros productos.

Funciones:
• Diseña la interfaz de usuario: con los wireframes o esquemas creados anteriormente.
• Optimización del rendimiento.
• Hacer uso de los frameworks solicitados para desarrollar diversos proyectos.

Requisitos del cargo:
• React Native: mínimo 3 años de experiencia.
• ReactJS: mínimo 2 años de experiencia en desarrollo web.
• JavaScript: mínimo 5 años de experiencia.
• TypeScript: mínimo 4 años de experiencia.
• Experiencia en la creación de módulos nativos en React Native.
• Experiencia en despliegue de aplicaciones en App Store y Google Play.
• Node.js: 1 año de experiencia en backend (deseable)

Condiciones:
Teletrabajo.
Se entrega PC.";"Santiago";"2025-03-21 12:07:45";"2025-06-04 (en 72 días)"
"TÉCNICO EN TELECOMUNICACIONES - TV, INTERNET, TELEFONÍA - RM";"None";"-La empresa paga o copaga una cobertura de salud adicional.
-El día de tu cumpleaños es canjeable por un día completo de vacaciones.
-La empresa esta adscrita a la mutual de seguridad
-La empresa esta adscrita a una caja de compensación
-La empresa provee el uniforme de trabajo
";"Telqway Ltda";"¡TelQway te invita a formar parte de su equipo!

Buscamos un Técnico en Telecomunicaciones para Región Metropolitana

Nuestros beneficios:
• Grato ambiente laboral.
• Sueldo base más comisión por productividad.
• Capacitaciones constantes.
• Estabilidad laboral.
• Seguro para el trabajador.

¿Cuáles serán tus desafíos?
• Instalar o reparar los servicios de telecomunicaciones domiciliarias (Internet, telefonía, televisión) a través de redes HFC y FTTH.
• Orientar al cliente, al momento de realizar la instalación del servicio.
• Cuidar las herramientas de trabajo.

¿Qué necesitas para postular?
• Tener enseñanza media completa.
• Licencia de conducir clase B vigente (requisito excluyente)
• Disponibilidad para trabajar en sistema de turnos 5x2 (44 horas semanales).


¡Te invitamos a postular y ser parte de TelQway!";"Santiago";"2025-03-20 01:54:13";"2025-06-03 (en 71 días)"
"LÍDER TÉCNICO PHP LINUX (100% REMOTO DESDE CUALQUIER CIUDAD DE CHILE)";"entre 2,000.000 a 2.500.000 según...";"-La empresa paga o copaga una cobertura de salud adicional.
-No es necesario ir a la oficina, puedes trabajar completamente desde tu casa.
-El día de tu cumpleaños es canjeable por un día completo de vacaciones.
-La empresa esta adscrita a la mutual de seguridad
-La empresa esta adscrita a una caja de compensación
";"Consistor Chile";"Somos una empresa de desarrollo de software a Medida.
Perfil: El líder debe ser capaz de dirigir y gestionar todo lo relacionado al proyecto pero, como requisito excluyente, debe ser capaz de realizar desarrollo, haber dirigido grupos de trabajo, , solucionar los problemas de índole técnico en las plataformas de desarrollo de nuestra empresa tal como apoyar y dirigir los lineamientos para programadores, analistas, diseñadores y QA. Contrato Indefinido y trabajo 100% remoto.

Requisitos:
*Ingeniero TI titulado.
*Debe contar con al menos 4 años de Experiencia en el cargo solicitado y en gestión de proyectos bajo plataforma LINUX, PHP


Conocimientos :

- VUE.js Laravel (PHP)
- Express
- Postgresql
- React
- Linux

Deseables: C#, Docker, Git, Sql Server y Linux

Requisitos.
*Profesional TI con al menos 4 años de Experiencia en Desarrollo bajo PHP, Conocimientos sólidos en aplicaciones web y Moviles, sumado a manejo de Base de datos SQL Server)
Renta Ofrecida para el cargo entre 2,000.000 a 2.500.000 según experiencia con contrato indefinido.
Interesados enviar curriculum actualizado con pretensiones de renta y disponibilidad a consitor.reclutamiento@gmail.com";"Santiago";"2025-03-20 00:14:39";"2025-06-03 (en 71 días)"
"TÉCNICO INFORMÁTICO FREE LANCE";"None";"";"Tecnosolution Chile SPA";"Empresa de Tecnología e informática, tiene vacante de Tecnico soporte informatico Free lance (boleta de honorarios)

Requisitos:
Será encargado de instalar, configurar, reportar y mantener operativos los sistemas informáticos de la organización.

Sus tareas:
Instalar y configurar software y aplicaciones para la empresa y clientes.
Instalar hardware como cortafuegos, conmutadores de red y puntos de accesos.
Brindar soporte tecnico a los usuarios.
Capacitar a los usuarios en el uso de los sistemas, etc.";"Santiago";"2025-03-20 05:57:51";"2025-06-03 (en 71 días)"
"DESARROLLADOR JAVA (HUECHURABA)";"None";"-La empresa paga o copaga una cobertura de salud adicional.
-¡La salud es lo más importante! La empresa paga el seguro de vida
-El día de tu cumpleaños es canjeable por un día completo de vacaciones.
-La empresa esta adscrita a la mutual de seguridad
-La empresa esta adscrita a una caja de compensación
-Se trabaja en modalidad híbrida, puedes trabajar desde tu casa y en oficina.
";"BCTecnologia";"Desarrollar, administrar y mantener aplicaciones asegurando su disponibilidad, estabilidad y seguridad, optimizando procesos operativos y de negocio.

Responsabilidades:

Desarrollo de software según necesidades operativas y de negocio.
Administración y mantenimiento de aplicaciones con alta disponibilidad.
Implementación de medidas de seguridad en los sistemas.
Soporte técnico y resolución de incidentes.
Optimización y automatización de procesos en plataformas.
Requisitos:

Título en Ingeniería en Informática, Ingeniería en Computación o carrera afín.
Mínimo 3 años de experiencia en desarrollo con Java.
Conocimientos en: Java JDK 8+, Spring Boot, Oracle, MySQL, SQL Server, GitLab, ActiveMQ, SOAP/REST, Linux/Unix.
Deseable experiencia con WebLogic y herramientas BI (Splunk, Kibana).
Inglés intermedio (deseable).
Si te interesa ser parte de un equipo dinámico y desafiante, ¡postula con nosotros!";"Santiago";"2025-03-20 16:14:25";"2025-06-03 (en 71 días)"
"INGENIERO O TÉCNICO PROGRAMADOR / ANALISTA DE DATOS";"650.000";"";"Market Share";"En Market Share estamos en búsqueda de un Ingeniero en Informática o Programador con experiencia en - Experiencia y conocimiento usando Appsheet
- Experiencia y conocimiento usando Looker Studio.
- Excel
Horario de lunes a viernes de manera presencial.
Comuna de Huechuraba ( Ciudad empresarial)
Sueldo de 650.000 (para comenzar)";"Santiago";"2025-03-20 12:59:13";"2025-06-03 (en 71 días)"
"TÉCNICO EN TELECOMUNICACIONES - QUILPUÉ/VILLA ALEMANA";"None";"-La empresa paga o copaga una cobertura de salud adicional.
-El día de tu cumpleaños es canjeable por un día completo de vacaciones.
-La empresa esta adscrita a la mutual de seguridad
-La empresa esta adscrita a una caja de compensación
-La empresa provee el uniforme de trabajo
";"TELQWAY";"¡TelQway te invita a formar parte de su equipo!

Buscamos un Técnico en Telecomunicaciones para Quilpué - Villa Alemana

Tus beneficios:
• Grato ambiente laboral.
• Sueldo base más comisión por productividad.
• Capacitaciones constantes.
• Estabilidad laboral.
• Seguro para el trabajador.
• Día de cumpleaños libre


Tus funciones:
• Instalar o reparar los servicios de telecomunicaciones domiciliarias (Internet, telefonía, televisión) a través de redes HFC y FTTH.
• Orientar al cliente, al momento de realizar la instalación del servicio.
• Cuidar las herramientas de trabajo.


¿Qué necesitas para postular?

• Tener enseñanza media completa.
• Licencia de conducir clase B vigente (EXCLUYENTE)
• Disponibilidad para trabajar en sistema de turnos (44 horas semanales).


¡Te invitamos a postular y ser parte de TelQway!";"Quilpué";"2025-03-20 11:44:12";"2025-06-03 (en 71 días)"
"TECNICOS CANALIZADO Y CABLEADO - SANTIAGO";"500000";"-Ten libertad para hacer tus trámites, el horario de entrada y salida es flexible.
-La empresa paga o copaga una cobertura de salud adicional.
-Cuidamos sus pertenencias y ofrecen un lugar para estacionar bicicletas.
-La empresa esta adscrita a la mutual de seguridad
";"Proxyred";"Somos Proxyred, una empresa especializada en al área de las Telecomunicaciones, Conectividad, Redes e Informática de la 5ta región con disponibilidad de trabajar en regiones que se dedica a orientar en el mejoramiento a nuestros clientes en el área de telecomunicaciones tanto como redes LAN, WAN y WiFi. También durante estos 9 años que llevamos en el mercado, brindamos opciones de instalación de sistemas de seguridad, alarmas, sistemas de control de acceso, soporte informático entre otros servicios.

Estamos buscando técnicos en la region de Santiago y sus alrededores que tengan algún título en el área de las Telecomunicaciones o Electricidad que sepan usar herramientas de trabajos tales como taladros, martillos, atornilladores, alicates entre otras herramientras para que nos puedan proover de soporte en trabajos de instalación de cableado estructurado, canalizado y trabajos en altura.

El requisito obligatorio es poseer zapatos de seguridad y examen de altura vigente, en la empresa se le facilitara casco, arnés en caso de ser requerido en trabajos de altura. Licencia de conducir es opcional, no es excluyente.";"Santiago";"2025-03-20 01:00:15";"2025-06-03 (en 71 días)"
